,acc,loss,val_acc,val_loss
0,0.9297334313201496,0.23304462157695577,0.9807,0.3078247912446535
1,0.9754643238909674,0.0842158660424036,0.9872,0.20638142303228924
2,0.9810595938001069,0.06236145671164365,0.9877,0.19310454698248908
3,0.9836651522931028,0.05242436723848322,0.9894,0.16651191577017874
4,0.9862874131161921,0.04449939261474818,0.9884,0.1822306119203624
5,0.9881246659540353,0.038289008546871485,0.9899,0.15907863146067305
6,0.9887259486905399,0.0351291326733773,0.9897,0.16590438784957554
7,0.9903961785141635,0.029886917883101185,0.9903,0.1526013844490106
8,0.9903961784823064,0.028845911116833548,0.9922,0.12344622726441105
9,0.9919661945483699,0.02481226196409542,0.9919,0.1305662431716983
10,0.9920998129661168,0.024013235627706915,0.988,0.1921901498792917
11,0.9931019507965769,0.020998957211386664,0.9896,0.16654934082031816
12,0.993803447354356,0.01917474838916983,0.9903,0.1563706739425714
13,0.9938535542490646,0.018314337716862222,0.9901,0.15830635204315752
14,0.9939370657402459,0.018341282324617573,0.9907,0.14504702949524492
15,0.9939537680703392,0.017397343946328633,0.9899,0.1624763616561948
16,0.9939704703367184,0.01723002819063163,0.9909,0.141777369213111
17,0.9952732495991449,0.014528111463124186,0.9918,0.1305043823719094
18,0.9950060127955079,0.015188577820086242,0.9916,0.13542514438629735
19,0.9946385622661679,0.016513564062130826,0.9901,0.1556600755691585
20,0.9961751736720446,0.011423918206164068,0.9848,0.2421352125167885
21,0.9961083645109567,0.01255578981218551,0.989,0.17666834812164836
22,0.9963087920579344,0.01069828326091834,0.9864,0.2179480062484785
23,0.9957409139497595,0.012938519169516485,0.991,0.14506301231385152
24,0.9964257081774452,0.011417475729763052,0.988,0.19277361307144641
25,0.9959246392303581,0.011402540561723294,0.9894,0.1708856424570142
26,0.9962586851632257,0.010659417473270984,0.9903,0.15604948487282347
27,0.9967096472474613,0.009767363035197504,0.9889,0.1777523914337204
28,0.9969267771245324,0.009204059353754455,0.9874,0.19932755918503264
29,0.9968616452991453,0.009570794918141069,0.9907,0.14767670021057713
30,0.9967747325884467,0.009762803035465138,0.984,0.2547188936233564
31,0.9966428380545163,0.009714050195320654,0.9892,0.17236243665222994
32,0.9970269909139498,0.009774890512341627,0.9892,0.17402636394501297
33,0.9970603955104222,0.00998943322083447,0.9876,0.1971729291915941
34,0.997394441475147,0.00794962391594994,0.9874,0.19987150478363494
35,0.9972441207910209,0.008245106377978104,0.9855,0.23319585285187278
36,0.9970938000750376,0.008463453207445806,0.9889,0.1789109788894708
37,0.9975280598610369,0.007994959929702476,0.9898,0.16342473125458348
38,0.9975447621592731,0.008345499992248527,0.9889,0.17676489939692258
39,0.9973777391769107,0.008259507850027511,0.9899,0.16093019368248554
40,0.9975614644256523,0.007444948260913108,0.9877,0.1979341246604967
41,0.9974278460716195,0.007211040708921939,0.9859,0.2245127031803171
42,0.9977785943345805,0.00786893228617814,0.9749,0.40405475940704655
43,0.9975948690539819,0.0076181996749662495,0.989,0.1747579130948978
44,0.997678380545163,0.007448881750401527,0.9822,0.28356165275574113
45,0.9979790219452724,0.005868270217539231,0.9886,0.18358602352142828
46,0.9977952966328166,0.00657383477220937,0.9839,0.25837474231720337
47,0.9979122127204704,0.006810608819667363,0.9879,0.19478505153656517
48,0.9978287012292891,0.006410389064453065,0.9847,0.24320763397217232
49,0.9979957242116515,0.006145364482148908,0.9856,0.22742386837005998
50,0.9977618920044871,0.006307350807000834,0.9838,0.2595617708206215
51,0.9979289150187066,0.006942549328924236,0.9878,0.1939499280929613
52,0.9978799412393162,0.006556089876277418,0.9843,0.2528553026611489
53,0.9978108288770053,0.006926392854868445,0.9895,0.16752394647598814
54,0.9976449759486905,0.006854716838209129,0.988,0.19301265621185815
55,0.998313969017094,0.0050119781602939025,0.983,0.27348785228729555
56,0.9975100267060938,0.006782552088737827,0.9853,0.2340242328643839
57,0.9975614644575094,0.007373261099732256,0.9884,0.18568208141327416
58,0.997678380545163,0.006918964893231716,0.9881,0.19180546131134507
59,0.9985301977552111,0.004318115144120089,0.9896,0.167196073722845
60,0.9984132816357003,0.005361031974634028,0.9843,0.2509555970668835
61,0.998513495488832,0.005295630123853242,0.9893,0.1702686880115469
62,0.9980792357028327,0.006788839247907991,0.9885,0.18399935550690064
63,0.9982629609834314,0.005292953313222414,0.9882,0.19019364414215545
64,0.9978788081239979,0.0066774373466252975,0.9734,0.425371649742129
65,0.998379877071085,0.005147231727666662,0.9868,0.21277809619903984
66,0.9982305021367521,0.005531164102002545,0.9853,0.2354272974014315
67,0.9980280748663102,0.0058952429517855065,0.9871,0.20792356548309854
68,0.9984800908605024,0.0050838167828884005,0.9861,0.22268713359833164
69,0.9981460448957776,0.00604163594207975,0.9878,0.19381688823700427
70,0.9980134882478633,0.00655021547038019,0.98,0.320223544120792
71,0.9983297702082333,0.0054148280830668034,0.9831,0.27239593029022596
72,0.9984291443850267,0.005283420050187624,0.985,0.2415313169479412
73,0.9984800908605024,0.004978015498542219,0.9834,0.2653132925033604
74,0.9986645299145299,0.004093151492122955,0.9886,0.1836565599441583
75,0.9985127005347594,0.004961917778481581,0.9878,0.19664796733856713
76,0.998730625334046,0.004100515263499856,0.9754,0.39512409197688414
77,0.9984967931587386,0.004956970122362109,0.983,0.27255913143158395
78,0.9983297701763763,0.005277711291223619,0.9805,0.31326285439981494
79,0.9982629609834314,0.0051709364426388675,0.9864,0.21855989437103726
80,0.9982462586851951,0.00545187611105342,0.9863,0.21842887783050993
81,0.99831306787814,0.005420429559230875,0.9834,0.2663927385330233
82,0.9986137092145352,0.004286366469582261,0.9779,0.3557448303222689
83,0.9984633885622661,0.0056543983766300905,0.9717,0.45240536464452996
84,0.9985301977552111,0.004529420368545449,0.9843,0.25150469379425505
85,0.9983807425213675,0.005136589683745534,0.9727,0.43605105915069836
86,0.9982954545454545,0.0057202949118683,0.9797,0.32584870090484946
87,0.9988815438034188,0.0036072770147314776,0.9864,0.21690691051483554
88,0.998278743315508,0.006420687627172796,0.977,0.3707163087844883
89,0.9987473276004251,0.004024810029674149,0.9887,0.17985268259048992
90,0.9985977564102564,0.004922686316059458,0.9766,0.3769588476181063
91,0.9985803046499199,0.004099607582125506,0.9801,0.31895944271087956
92,0.998629679144385,0.0046516850410517705,0.982,0.28621695346832676
93,0.9988982371794872,0.0032808915388956974,0.9783,0.34827142105102904
94,0.9984633885622661,0.005053395261200483,0.9856,0.23166347064972378
95,0.9984124331550802,0.00509497312257585,0.9728,0.436858532524112
96,0.9988809460181721,0.002927487268136485,0.9764,0.37892372187823364
97,0.9984642094017094,0.005195572366453526,0.9808,0.30888687305450824
98,0.9986805184393373,0.00399809892355177,0.969,0.4990406442642243
99,0.9984124331550802,0.005206777755601809,0.9893,0.17191667194367002
