,acc,loss,val_acc,val_loss
0,0.8864410743236797,0.36081188023568217,0.9749,0.3991791760586226
1,0.9627872795296633,0.12326189990686516,0.984,0.25351246295026686
2,0.9727084447138453,0.08960814864032732,0.9861,0.22261660953760692
3,0.9767336985887786,0.07833086455341395,0.9876,0.19676107406020693
4,0.9793726616463898,0.0671309885065674,0.989,0.17564831174612594
5,0.9822120523465502,0.059489814898089764,0.9895,0.1665026313781795
6,0.9825962052378407,0.05687691351445616,0.9916,0.1334305117490749
7,0.9847173970819858,0.04965805771941332,0.9903,0.15549731388092644
8,0.9854188936397649,0.04789483092699393,0.9908,0.14732874131203355
9,0.9864544361304115,0.044693037337423934,0.986,0.22286134996938564
10,0.9877238108282227,0.039651356739520166,0.9907,0.14751725976467736
11,0.9875567877821461,0.03891965727317324,0.9867,0.21360094547272238
12,0.9887426509569189,0.03507715197332813,0.9888,0.18004506628513867
13,0.9892437199040061,0.03417973789296355,0.9897,0.16452937741019344
14,0.9894107429182255,0.03374218935110093,0.991,0.14159517269135125
15,0.9896111705289174,0.03332252978341767,0.9902,0.15518763309717745
16,0.9908019497863247,0.02984941016291129,0.9856,0.22713246214390273
17,0.9906082887700535,0.0308178080328028,0.9846,0.24772632904053152
18,0.9900621325494388,0.028961354624957865,0.9881,0.19065398367308573
19,0.9916822554464967,0.025568144860488768,0.9889,0.17891164512634808
20,0.9917490646712988,0.026918765150367983,0.9901,0.1559469497680717
21,0.9911644842011733,0.02700633414197695,0.9864,0.2171278814435049
22,0.9923670497378967,0.02423867535632291,0.9906,0.15091111049652703
23,0.9915820416889364,0.025477145690737737,0.9803,0.3149028902053869
24,0.9925173703583086,0.023011018451276365,0.9799,0.32222922668457304
25,0.993101950828434,0.02151480320970369,0.9885,0.18536714420319078
26,0.9931520577549998,0.02158968244793261,0.9811,0.3031771760940592
27,0.9926048344017094,0.022241792880194202,0.9878,0.1936063176393551
28,0.9929683324106869,0.02052789216277248,0.9792,0.3329790548324616
29,0.9930314170804253,0.02109401109450955,0.9884,0.18468828673363172
30,0.9935529128808124,0.02061059326841882,0.9854,0.23381307983398802
31,0.9937533404596472,0.019319107385710896,0.9738,0.4204235206604031
32,0.9932689737789393,0.019791130545396777,0.9825,0.27881922969818496
33,0.9942711117049706,0.019384749859571705,0.9817,0.29117240772247677
34,0.9937533404277902,0.01910600530763641,0.9814,0.2941174677848847
35,0.9940539818278995,0.0182788302545261,0.9713,0.45608505937457283
36,0.9939537680384821,0.018552487483372557,0.9727,0.4349864290237447
37,0.9943379208979155,0.01756335706830215,0.9732,0.4304612718781944
38,0.9943379208979155,0.016778002821298776,0.9821,0.287966094970706
39,0.9942544093748773,0.01697883725538153,0.9807,0.30536217708587976
40,0.9948389898131456,0.015934920427999207,0.9733,0.42475559439659283
41,0.9947053714272557,0.01581533821970569,0.9416,0.9363005110083179
42,0.9947387760237282,0.016639472586624817,0.945,0.8843308740615848
43,0.9945049439121351,0.016758640069246464,0.9559,0.7085091558456432
44,0.9947888829184368,0.016061699426144844,0.969,0.49816283321380816
