,acc,loss,val_acc,val_loss
0,0.9825728224726809,0.04921308941721024,0.9188399872779847,1.1442719543457032
1,0.9922718469119212,0.022172742596424752,0.9160199796676636,1.2141433015823364
2,0.9934694024409157,0.019092318712410634,0.9139599793434143,1.2613493118286132
3,0.9941608743002426,0.01687002881120976,0.9136499810218811,1.2899294355392457
4,0.994468199289272,0.01589778662404869,0.9145299874305725,1.2730485082626344
5,0.9949759494359961,0.014533271718389971,0.907739988040924,1.3795496629714965
6,0.9954001876773967,0.013235642702404841,0.8955699870109558,1.5834401845932007
7,0.9956724368461882,0.012747564685806225,0.8839399968147278,1.7646265766143798
8,0.9958144059989109,0.011887476759236496,0.8937499947547912,1.620724208831787
9,0.9959597168664509,0.011478082282605065,0.8968499873161316,1.5694834312438966
10,0.9960849830837953,0.0114789864616812,0.8851699958801269,1.7608520442962647
11,0.9962152598822964,0.010693595471519645,0.882789998626709,1.8160213775634766
12,0.9963906360526317,0.010332197859213313,0.8877200015068054,1.729177719116211
13,0.9964925214480997,0.010159329446391035,0.8870499873161316,1.736393244934082
14,0.9967280234773168,0.009455087627789462,0.891979993724823,1.664790129852295
15,0.9970403570086481,0.00828076030348215,0.8914999934196473,1.6750533422470093
16,0.996848279559504,0.008978266955140772,0.8925999949455261,1.6564275775909423
17,0.996983567640018,0.008663080764594943,0.8962399909973144,1.6041698305130005
18,0.9970954740385141,0.00838917774119166,0.894489995098114,1.6213841743469237
19,0.9971439103147424,0.008168256664052576,0.8883999923706055,1.726698410797119
