,acc,loss,val_acc,val_loss
0,0.9594134153178004,0.14140162687700886,0.9738,0.39249536132475044
1,0.9874565739927287,0.057053411254516934,0.9676,0.4931520911840727
2,0.9898784073006973,0.047308646580580184,0.9762,0.36583767662048505
3,0.9917490646394417,0.039232509051498006,0.9518,0.7294730386917039
4,0.9919661945483699,0.042547004201046776,0.9793,0.3250954509196712
5,0.9915319347942276,0.04894975867317599,0.9699,0.4829487371444711
6,0.9923503474078034,0.044496504485837196,0.9838,0.24541162195206015
7,0.9945049438484208,0.028222769325683725,0.9542,0.7265934164047251
8,0.9954736771461226,0.02299722368466363,0.9711,0.45820847806930726
9,0.9949726082308926,0.02643987360206725,0.9767,0.35505966429710534
10,0.9946886691290194,0.028951054527100104,0.9718,0.43727758541107326
11,0.9948055852485302,0.02541165100954722,0.9809,0.2851583002890491
12,0.9963087920897915,0.02191430321459212,0.9787,0.3240591248989138
13,0.9951563334796341,0.027055295073802933,0.9838,0.2502883281707791
14,0.9950394174238375,0.02868736802763673,0.9723,0.414814123857071
15,0.9961918759702808,0.020626338466201044,0.9758,0.3773523385703582
16,0.9953066541637602,0.028258606465266338,0.9678,0.5129592485427867
17,0.9965426242650989,0.018371680451853542,0.9796,0.3199570405364055
18,0.9975113575628006,0.013711708302086885,0.9804,0.30828092422485587
19,0.9959079369321219,0.02552470945459562,0.9833,0.26156358680725406
